AccountId,TotalUsers,MRR,QttUserReference,QttUserWithAlerts,TotalAlerts,AlertDescription,UsersWithAlertPerc
d6648b0f-6f8f-41be-baed-e1975172533a,6,286,6,0,0,Complaints,0.0
d6648b0f-6f8f-41be-baed-e1975172533a,6,286,6,2,41,Overall Product Usage,33.33333333333333
d6648b0f-6f8f-41be-baed-e1975172533a,6,286,2,2,0,New Feature Usage,100.0
4b94d3e5-0e5b-49fd-81b5-210434ffa53f,1,883,1,1,7,Complaints,100.0
4b94d3e5-0e5b-49fd-81b5-210434ffa53f,1,883,1,0,0,Overall Product Usage,0.0
4b94d3e5-0e5b-49fd-81b5-210434ffa53f,1,883,0,0,1,New Feature Usage,0.0
c1d6792b-b53c-4125-a1b1-80224acd0dd4,11,348,11,6,9,Complaints,54.54545454545454
c1d6792b-b53c-4125-a1b1-80224acd0dd4,11,348,11,0,0,Overall Product Usage,0.0
c1d6792b-b53c-4125-a1b1-80224acd0dd4,11,348,0,0,1,New Feature Usage,0.0
713485ad-ee9d-472e-a8d8-034ba9ffce58,2,510,2,0,0,Complaints,0.0
713485ad-ee9d-472e-a8d8-034ba9ffce58,2,510,2,0,0,Overall Product Usage,0.0
713485ad-ee9d-472e-a8d8-034ba9ffce58,2,510,0,0,1,New Feature Usage,0.0
d7478fa6-f585-4441-9979-33fe48bd4e1d,19,320,19,15,20,Complaints,78.94736842105263
d7478fa6-f585-4441-9979-33fe48bd4e1d,19,320,19,19,76,Overall Product Usage,100.0
d7478fa6-f585-4441-9979-33fe48bd4e1d,19,320,19,5,0,New Feature Usage,26.31578947368421
bcacb23d-de6a-4190-9b5c-5d213e356259,3,577,3,1,17,Complaints,33.33333333333333
bcacb23d-de6a-4190-9b5c-5d213e356259,3,577,3,1,63,Overall Product Usage,33.33333333333333
bcacb23d-de6a-4190-9b5c-5d213e356259,3,577,1,0,1,New Feature Usage,0.0
c53a980a-5d01-4ba0-899e-0043730d84dd,2,61,2,2,8,Complaints,100.0
c53a980a-5d01-4ba0-899e-0043730d84dd,2,61,2,2,99,Overall Product Usage,100.0
c53a980a-5d01-4ba0-899e-0043730d84dd,2,61,2,2,0,New Feature Usage,100.0
13269fe8-3ee2-4fa4-8c6f-cb00d06b8e6a,11,348,11,8,13,Complaints,72.72727272727273
13269fe8-3ee2-4fa4-8c6f-cb00d06b8e6a,11,348,11,0,0,Overall Product Usage,0.0
13269fe8-3ee2-4fa4-8c6f-cb00d06b8e6a,11,348,0,0,1,New Feature Usage,0.0
3e11b5c6-76a0-4c71-9a3a-54ddd485f23c,8,1000,8,5,18,Complaints,62.5
3e11b5c6-76a0-4c71-9a3a-54ddd485f23c,8,1000,8,0,0,Overall Product Usage,0.0
3e11b5c6-76a0-4c71-9a3a-54ddd485f23c,8,1000,0,0,1,New Feature Usage,0.0
b1d64e79-1422-44bf-b8ba-1b87627dd71b,20,557,20,12,18,Complaints,60.0
b1d64e79-1422-44bf-b8ba-1b87627dd71b,20,557,20,9,71,Overall Product Usage,45.0
b1d64e79-1422-44bf-b8ba-1b87627dd71b,20,557,9,3,0,New Feature Usage,33.33333333333333
177fe8cf-58d4-49c9-b014-5ccb33276380,16,325,16,14,15,Complaints,87.5
177fe8cf-58d4-49c9-b014-5ccb33276380,16,325,16,10,47,Overall Product Usage,62.5
177fe8cf-58d4-49c9-b014-5ccb33276380,16,325,10,9,0,New Feature Usage,90.0
a6123c57-f623-46b4-8e32-6a5dea0832c2,18,801,18,5,14,Complaints,27.77777777777778
a6123c57-f623-46b4-8e32-6a5dea0832c2,18,801,18,8,98,Overall Product Usage,44.44444444444444
a6123c57-f623-46b4-8e32-6a5dea0832c2,18,801,8,5,0,New Feature Usage,62.5
85e9cd53-1b16-4212-ae58-ce2f87ae6bee,6,374,6,3,4,Complaints,50.0
85e9cd53-1b16-4212-ae58-ce2f87ae6bee,6,374,6,0,0,Overall Product Usage,0.0
85e9cd53-1b16-4212-ae58-ce2f87ae6bee,6,374,0,0,1,New Feature Usage,0.0
c47a6d39-6fc0-49af-8f9a-9b410755e57f,10,732,10,2,11,Complaints,20.0
c47a6d39-6fc0-49af-8f9a-9b410755e57f,10,732,10,10,24,Overall Product Usage,100.0
c47a6d39-6fc0-49af-8f9a-9b410755e57f,10,732,10,8,0,New Feature Usage,80.0
80f13985-8d88-4227-b376-525c1d67fbcb,16,291,16,3,5,Complaints,18.75
80f13985-8d88-4227-b376-525c1d67fbcb,16,291,16,5,36,Overall Product Usage,31.25
80f13985-8d88-4227-b376-525c1d67fbcb,16,291,5,4,0,New Feature Usage,80.0
850f1a98-ac8b-421b-a9f7-501a2395b655,3,677,3,1,19,Complaints,33.33333333333333
850f1a98-ac8b-421b-a9f7-501a2395b655,3,677,3,3,38,Overall Product Usage,100.0
850f1a98-ac8b-421b-a9f7-501a2395b655,3,677,3,3,0,New Feature Usage,100.0
841b9f50-fc97-431e-a634-5e32d1b27d09,16,281,16,0,0,Complaints,0.0
841b9f50-fc97-431e-a634-5e32d1b27d09,16,281,16,4,41,Overall Product Usage,25.0
841b9f50-fc97-431e-a634-5e32d1b27d09,16,281,4,2,0,New Feature Usage,50.0
d43375a8-7e8d-4fc2-bd5e-4647f74fae8a,8,819,8,3,7,Complaints,37.5
d43375a8-7e8d-4fc2-bd5e-4647f74fae8a,8,819,8,0,0,Overall Product Usage,0.0
d43375a8-7e8d-4fc2-bd5e-4647f74fae8a,8,819,0,0,1,New Feature Usage,0.0
e17f3691-4718-4130-b234-fe688e7deef5,17,455,17,12,14,Complaints,70.58823529411765
e17f3691-4718-4130-b234-fe688e7deef5,17,455,17,13,87,Overall Product Usage,76.47058823529412
e17f3691-4718-4130-b234-fe688e7deef5,17,455,13,2,0,New Feature Usage,15.384615384615385
e46a450d-1f95-49ff-b444-2d139d7b5bfb,19,75,19,15,19,Complaints,78.94736842105263
e46a450d-1f95-49ff-b444-2d139d7b5bfb,19,75,19,14,43,Overall Product Usage,73.68421052631578
e46a450d-1f95-49ff-b444-2d139d7b5bfb,19,75,14,7,0,New Feature Usage,50.0
73057a34-29c5-4eaf-81db-a07ca409f2c0,19,573,19,13,16,Complaints,68.42105263157895
73057a34-29c5-4eaf-81db-a07ca409f2c0,19,573,19,12,46,Overall Product Usage,63.1578947368421
73057a34-29c5-4eaf-81db-a07ca409f2c0,19,573,12,5,0,New Feature Usage,41.66666666666667
a6a137b8-aa4e-4107-887a-f7e15039aa7c,1,481,1,1,2,Complaints,100.0
a6a137b8-aa4e-4107-887a-f7e15039aa7c,1,481,1,1,53,Overall Product Usage,100.0
a6a137b8-aa4e-4107-887a-f7e15039aa7c,1,481,1,1,0,New Feature Usage,100.0
de96815f-b621-4db5-99ce-535bc689fac4,5,547,5,5,5,Complaints,100.0
de96815f-b621-4db5-99ce-535bc689fac4,5,547,5,0,0,Overall Product Usage,0.0
de96815f-b621-4db5-99ce-535bc689fac4,5,547,0,0,1,New Feature Usage,0.0
3a82dcce-4b59-4653-8f47-726b1b2f7068,8,211,8,3,19,Complaints,37.5
3a82dcce-4b59-4653-8f47-726b1b2f7068,8,211,8,0,0,Overall Product Usage,0.0
3a82dcce-4b59-4653-8f47-726b1b2f7068,8,211,0,0,1,New Feature Usage,0.0
17844c43-1f92-4c6a-afbe-1900fd8c8e53,19,672,19,6,9,Complaints,31.57894736842105
17844c43-1f92-4c6a-afbe-1900fd8c8e53,19,672,19,8,37,Overall Product Usage,42.10526315789473
17844c43-1f92-4c6a-afbe-1900fd8c8e53,19,672,8,0,1,New Feature Usage,0.0
da0d8f94-30d1-48e0-9198-1ca1bf8373fd,8,497,8,3,19,Complaints,37.5
da0d8f94-30d1-48e0-9198-1ca1bf8373fd,8,497,8,3,22,Overall Product Usage,37.5
da0d8f94-30d1-48e0-9198-1ca1bf8373fd,8,497,3,2,0,New Feature Usage,66.66666666666666
0c9c8f6d-f63f-4bc2-b8ab-5a3af5b29586,1,817,1,0,0,Complaints,0.0
0c9c8f6d-f63f-4bc2-b8ab-5a3af5b29586,1,817,1,0,0,Overall Product Usage,0.0
0c9c8f6d-f63f-4bc2-b8ab-5a3af5b29586,1,817,0,0,1,New Feature Usage,0.0
0b399ba4-8c42-462b-bb4e-4f8e9c66278c,17,713,17,16,17,Complaints,94.11764705882352
0b399ba4-8c42-462b-bb4e-4f8e9c66278c,17,713,17,16,17,Overall Product Usage,94.11764705882352
0b399ba4-8c42-462b-bb4e-4f8e9c66278c,17,713,16,11,0,New Feature Usage,68.75
e747a05b-605d-44e9-8548-4f675a345c08,5,123,5,4,8,Complaints,80.0
e747a05b-605d-44e9-8548-4f675a345c08,5,123,5,3,35,Overall Product Usage,60.0
e747a05b-605d-44e9-8548-4f675a345c08,5,123,3,1,0,New Feature Usage,33.33333333333333
416c725f-cac1-40b1-abd2-659e268de413,3,242,3,0,0,Complaints,0.0
416c725f-cac1-40b1-abd2-659e268de413,3,242,3,3,88,Overall Product Usage,100.0
416c725f-cac1-40b1-abd2-659e268de413,3,242,3,1,0,New Feature Usage,33.33333333333333
457d4666-6376-4ef3-b7c8-c152b4ef1bc0,11,649,11,11,12,Complaints,100.0
457d4666-6376-4ef3-b7c8-c152b4ef1bc0,11,649,11,11,75,Overall Product Usage,100.0
457d4666-6376-4ef3-b7c8-c152b4ef1bc0,11,649,11,0,1,New Feature Usage,0.0
77df8e71-a587-4014-9de4-2539fedaebba,14,350,14,10,12,Complaints,71.42857142857143
77df8e71-a587-4014-9de4-2539fedaebba,14,350,14,14,89,Overall Product Usage,100.0
77df8e71-a587-4014-9de4-2539fedaebba,14,350,14,1,0,New Feature Usage,7.142857142857142
7fdb28f8-5461-4504-b90b-5e28117352d9,3,352,3,0,0,Complaints,0.0
7fdb28f8-5461-4504-b90b-5e28117352d9,3,352,3,1,96,Overall Product Usage,33.33333333333333
7fdb28f8-5461-4504-b90b-5e28117352d9,3,352,1,0,1,New Feature Usage,0.0
ba18f360-e096-4643-8562-2db5d4e97868,20,590,20,11,19,Complaints,55.00000000000001
ba18f360-e096-4643-8562-2db5d4e97868,20,590,20,4,42,Overall Product Usage,20.0
ba18f360-e096-4643-8562-2db5d4e97868,20,590,4,4,0,New Feature Usage,100.0
fb686857-7b92-4562-a986-84ec13025418,3,197,3,3,14,Complaints,100.0
fb686857-7b92-4562-a986-84ec13025418,3,197,3,2,94,Overall Product Usage,66.66666666666666
fb686857-7b92-4562-a986-84ec13025418,3,197,2,1,0,New Feature Usage,50.0
c06e3e10-0221-4080-ba42-f3b2b77b403a,5,956,5,4,11,Complaints,80.0
c06e3e10-0221-4080-ba42-f3b2b77b403a,5,956,5,1,81,Overall Product Usage,20.0
c06e3e10-0221-4080-ba42-f3b2b77b403a,5,956,1,1,0,New Feature Usage,100.0
b4903218-1db0-462e-b4af-3c847a210ee3,2,330,2,1,14,Complaints,50.0
b4903218-1db0-462e-b4af-3c847a210ee3,2,330,2,1,53,Overall Product Usage,50.0
b4903218-1db0-462e-b4af-3c847a210ee3,2,330,1,1,0,New Feature Usage,100.0
989cb060-c269-4917-b080-8bc2d0d99bfd,1,555,1,0,0,Complaints,0.0
989cb060-c269-4917-b080-8bc2d0d99bfd,1,555,1,0,0,Overall Product Usage,0.0
989cb060-c269-4917-b080-8bc2d0d99bfd,1,555,0,0,1,New Feature Usage,0.0
ad4af17f-b6d8-41e1-8cdd-c6b47dbc2f2f,10,576,10,5,9,Complaints,50.0
ad4af17f-b6d8-41e1-8cdd-c6b47dbc2f2f,10,576,10,0,0,Overall Product Usage,0.0
ad4af17f-b6d8-41e1-8cdd-c6b47dbc2f2f,10,576,0,0,1,New Feature Usage,0.0
06a3cc74-7bf8-4e26-bd3d-d376c023ef30,8,246,8,8,8,Complaints,100.0
06a3cc74-7bf8-4e26-bd3d-d376c023ef30,8,246,8,2,56,Overall Product Usage,25.0
06a3cc74-7bf8-4e26-bd3d-d376c023ef30,8,246,2,1,0,New Feature Usage,50.0
2120e62b-073e-4ba2-adc9-89c359a62d77,15,426,15,6,18,Complaints,40.0
2120e62b-073e-4ba2-adc9-89c359a62d77,15,426,15,6,73,Overall Product Usage,40.0
2120e62b-073e-4ba2-adc9-89c359a62d77,15,426,6,0,1,New Feature Usage,0.0
753521e4-2ab7-446f-aeca-4826253de213,11,51,11,11,16,Complaints,100.0
753521e4-2ab7-446f-aeca-4826253de213,11,51,11,4,5,Overall Product Usage,36.36363636363637
753521e4-2ab7-446f-aeca-4826253de213,11,51,4,3,0,New Feature Usage,75.0
baa9a351-1abe-46f7-ad0e-8b944460eb1c,20,384,20,20,20,Complaints,100.0
baa9a351-1abe-46f7-ad0e-8b944460eb1c,20,384,20,15,19,Overall Product Usage,75.0
baa9a351-1abe-46f7-ad0e-8b944460eb1c,20,384,15,3,0,New Feature Usage,20.0
967170b7-b15e-40cf-8e01-b078441eda07,5,661,5,1,6,Complaints,20.0
967170b7-b15e-40cf-8e01-b078441eda07,5,661,5,3,48,Overall Product Usage,60.0
967170b7-b15e-40cf-8e01-b078441eda07,5,661,3,0,1,New Feature Usage,0.0
137f5f68-b6f9-4ede-8b03-5b01ee4f3d20,13,397,13,10,10,Complaints,76.92307692307693
137f5f68-b6f9-4ede-8b03-5b01ee4f3d20,13,397,13,5,17,Overall Product Usage,38.46153846153847
137f5f68-b6f9-4ede-8b03-5b01ee4f3d20,13,397,5,1,0,New Feature Usage,20.0
85fd304f-a026-4736-a66c-5e3b77ca4fd6,10,587,10,3,11,Complaints,30.0
85fd304f-a026-4736-a66c-5e3b77ca4fd6,10,587,10,2,93,Overall Product Usage,20.0
85fd304f-a026-4736-a66c-5e3b77ca4fd6,10,587,2,2,0,New Feature Usage,100.0
af0223c2-c0b7-4714-8a1a-e28e6635530f,20,384,20,12,20,Complaints,60.0
af0223c2-c0b7-4714-8a1a-e28e6635530f,20,384,20,20,68,Overall Product Usage,100.0
af0223c2-c0b7-4714-8a1a-e28e6635530f,20,384,20,2,0,New Feature Usage,10.0
246a0ff2-9e91-4e46-ae81-89f5a8ecfeb6,20,613,20,17,20,Complaints,85.0
246a0ff2-9e91-4e46-ae81-89f5a8ecfeb6,20,613,20,19,87,Overall Product Usage,95.0
246a0ff2-9e91-4e46-ae81-89f5a8ecfeb6,20,613,19,0,1,New Feature Usage,0.0
5e749a66-e698-41f3-ba04-b7e099145db8,18,130,18,3,3,Complaints,16.666666666666664
5e749a66-e698-41f3-ba04-b7e099145db8,18,130,18,13,92,Overall Product Usage,72.22222222222221
5e749a66-e698-41f3-ba04-b7e099145db8,18,130,13,9,0,New Feature Usage,69.23076923076923
2e6c4f55-de20-43ec-a6e0-45f125e20cb3,3,82,3,3,4,Complaints,100.0
2e6c4f55-de20-43ec-a6e0-45f125e20cb3,3,82,3,2,38,Overall Product Usage,66.66666666666666
2e6c4f55-de20-43ec-a6e0-45f125e20cb3,3,82,2,1,0,New Feature Usage,50.0
19e9f596-0a34-4ed0-b4d2-0eba65272bbd,3,827,3,3,6,Complaints,100.0
19e9f596-0a34-4ed0-b4d2-0eba65272bbd,3,827,3,1,72,Overall Product Usage,33.33333333333333
19e9f596-0a34-4ed0-b4d2-0eba65272bbd,3,827,1,0,1,New Feature Usage,0.0
1656713a-8fc6-4548-b46b-ba97feb81533,6,634,6,2,15,Complaints,33.33333333333333
1656713a-8fc6-4548-b46b-ba97feb81533,6,634,6,3,61,Overall Product Usage,50.0
1656713a-8fc6-4548-b46b-ba97feb81533,6,634,3,0,1,New Feature Usage,0.0
7d3b58b7-49e7-413e-b5d9-5c7d609943fc,14,673,14,10,17,Complaints,71.42857142857143
7d3b58b7-49e7-413e-b5d9-5c7d609943fc,14,673,14,14,15,Overall Product Usage,100.0
7d3b58b7-49e7-413e-b5d9-5c7d609943fc,14,673,14,4,0,New Feature Usage,28.57142857142857
ccd585ae-b374-47d9-ab32-52697ce3b600,4,314,4,0,0,Complaints,0.0
ccd585ae-b374-47d9-ab32-52697ce3b600,4,314,4,2,98,Overall Product Usage,50.0
ccd585ae-b374-47d9-ab32-52697ce3b600,4,314,2,1,0,New Feature Usage,50.0
eb6a443d-ec0d-4c49-856c-9f5156ab71fb,11,690,11,3,5,Complaints,27.27272727272727
eb6a443d-ec0d-4c49-856c-9f5156ab71fb,11,690,11,5,35,Overall Product Usage,45.45454545454545
eb6a443d-ec0d-4c49-856c-9f5156ab71fb,11,690,5,2,0,New Feature Usage,40.0
f1129948-6b7d-40c7-8409-65ed4057f646,8,342,8,8,15,Complaints,100.0
f1129948-6b7d-40c7-8409-65ed4057f646,8,342,8,8,38,Overall Product Usage,100.0
f1129948-6b7d-40c7-8409-65ed4057f646,8,342,8,6,0,New Feature Usage,75.0
db41127b-09dd-4470-bd2a-4f5d7b99a4b3,2,932,2,2,2,Complaints,100.0
db41127b-09dd-4470-bd2a-4f5d7b99a4b3,2,932,2,1,38,Overall Product Usage,50.0
db41127b-09dd-4470-bd2a-4f5d7b99a4b3,2,932,1,0,1,New Feature Usage,0.0
c271c0c5-43e9-4fd4-b0d6-43748cdc9f69,1,936,1,1,7,Complaints,100.0
c271c0c5-43e9-4fd4-b0d6-43748cdc9f69,1,936,1,0,0,Overall Product Usage,0.0
c271c0c5-43e9-4fd4-b0d6-43748cdc9f69,1,936,0,0,1,New Feature Usage,0.0
f685fc92-ff54-4757-9a7b-9cbc69bb3dc7,8,374,8,1,15,Complaints,12.5
f685fc92-ff54-4757-9a7b-9cbc69bb3dc7,8,374,8,1,35,Overall Product Usage,12.5
f685fc92-ff54-4757-9a7b-9cbc69bb3dc7,8,374,1,1,0,New Feature Usage,100.0
c7e6daf3-62ed-405e-956c-693cf2c4a5f0,10,802,10,4,13,Complaints,40.0
c7e6daf3-62ed-405e-956c-693cf2c4a5f0,10,802,10,9,92,Overall Product Usage,90.0
c7e6daf3-62ed-405e-956c-693cf2c4a5f0,10,802,9,9,0,New Feature Usage,100.0
d4cf25b4-24dd-4eaf-bac3-7a59654717a5,7,925,7,0,0,Complaints,0.0
d4cf25b4-24dd-4eaf-bac3-7a59654717a5,7,925,7,1,9,Overall Product Usage,14.285714285714285
d4cf25b4-24dd-4eaf-bac3-7a59654717a5,7,925,1,1,0,New Feature Usage,100.0
953d9f12-e472-4650-ae93-c7d4262473f2,15,630,15,6,14,Complaints,40.0
953d9f12-e472-4650-ae93-c7d4262473f2,15,630,15,6,60,Overall Product Usage,40.0
953d9f12-e472-4650-ae93-c7d4262473f2,15,630,6,1,0,New Feature Usage,16.666666666666664
625eb71d-d8c2-4fb0-b867-c50f42a1ce6d,17,491,17,13,15,Complaints,76.47058823529412
625eb71d-d8c2-4fb0-b867-c50f42a1ce6d,17,491,17,9,49,Overall Product Usage,52.94117647058824
625eb71d-d8c2-4fb0-b867-c50f42a1ce6d,17,491,9,2,0,New Feature Usage,22.22222222222222
34fdc037-4bee-4830-b32e-f14115b8412f,3,258,3,1,13,Complaints,33.33333333333333
34fdc037-4bee-4830-b32e-f14115b8412f,3,258,3,3,7,Overall Product Usage,100.0
34fdc037-4bee-4830-b32e-f14115b8412f,3,258,3,2,0,New Feature Usage,66.66666666666666
5615a289-0bc8-42dd-af77-e2e2e2ed2a01,8,559,8,4,13,Complaints,50.0
5615a289-0bc8-42dd-af77-e2e2e2ed2a01,8,559,8,1,84,Overall Product Usage,12.5
5615a289-0bc8-42dd-af77-e2e2e2ed2a01,8,559,1,1,0,New Feature Usage,100.0
7bd9512f-4bfa-40b0-b29d-09d7c2f0c422,13,973,13,3,17,Complaints,23.076923076923077
7bd9512f-4bfa-40b0-b29d-09d7c2f0c422,13,973,13,12,67,Overall Product Usage,92.3076923076923
7bd9512f-4bfa-40b0-b29d-09d7c2f0c422,13,973,12,10,0,New Feature Usage,83.33333333333334
ec1c0bf2-5651-47c8-b60e-bdcae702ee13,20,680,20,19,19,Complaints,95.0
ec1c0bf2-5651-47c8-b60e-bdcae702ee13,20,680,20,19,82,Overall Product Usage,95.0
ec1c0bf2-5651-47c8-b60e-bdcae702ee13,20,680,19,7,0,New Feature Usage,36.84210526315789
9702b59b-2b7b-45cd-977f-48d2f9fe2c03,19,758,19,5,20,Complaints,26.31578947368421
9702b59b-2b7b-45cd-977f-48d2f9fe2c03,19,758,19,13,77,Overall Product Usage,68.42105263157895
9702b59b-2b7b-45cd-977f-48d2f9fe2c03,19,758,13,4,0,New Feature Usage,30.76923076923077
667c8403-c345-4405-9144-80be1acbc7c6,7,646,7,2,14,Complaints,28.57142857142857
667c8403-c345-4405-9144-80be1acbc7c6,7,646,7,6,56,Overall Product Usage,85.71428571428571
667c8403-c345-4405-9144-80be1acbc7c6,7,646,6,4,0,New Feature Usage,66.66666666666666
be737803-75fa-4675-bf6f-9a25acaad538,5,552,5,5,10,Complaints,100.0
be737803-75fa-4675-bf6f-9a25acaad538,5,552,5,1,8,Overall Product Usage,20.0
be737803-75fa-4675-bf6f-9a25acaad538,5,552,1,0,1,New Feature Usage,0.0
d18061c4-d796-446f-b28b-148a5c511ce3,3,262,3,0,0,Complaints,0.0
d18061c4-d796-446f-b28b-148a5c511ce3,3,262,3,0,0,Overall Product Usage,0.0
d18061c4-d796-446f-b28b-148a5c511ce3,3,262,0,0,1,New Feature Usage,0.0
1a7fdfac-5b08-4b40-8611-bdc197aa88ea,9,979,9,0,0,Complaints,0.0
1a7fdfac-5b08-4b40-8611-bdc197aa88ea,9,979,9,0,0,Overall Product Usage,0.0
1a7fdfac-5b08-4b40-8611-bdc197aa88ea,9,979,0,0,1,New Feature Usage,0.0
f4225ad6-a82c-42e4-abab-1145e09aefea,16,467,16,2,20,Complaints,12.5
f4225ad6-a82c-42e4-abab-1145e09aefea,16,467,16,13,34,Overall Product Usage,81.25
f4225ad6-a82c-42e4-abab-1145e09aefea,16,467,13,4,0,New Feature Usage,30.76923076923077
2d6fb656-2ad7-4fc9-8037-039706c92ccb,8,146,8,0,0,Complaints,0.0
2d6fb656-2ad7-4fc9-8037-039706c92ccb,8,146,8,5,35,Overall Product Usage,62.5
2d6fb656-2ad7-4fc9-8037-039706c92ccb,8,146,5,5,0,New Feature Usage,100.0
e822f90c-e637-4c41-9b4f-3adcf45f35b0,10,697,10,1,7,Complaints,10.0
e822f90c-e637-4c41-9b4f-3adcf45f35b0,10,697,10,8,94,Overall Product Usage,80.0
e822f90c-e637-4c41-9b4f-3adcf45f35b0,10,697,8,8,0,New Feature Usage,100.0
c942c31b-9a69-44e5-9a18-f956ea26f0e6,3,647,3,3,8,Complaints,100.0
c942c31b-9a69-44e5-9a18-f956ea26f0e6,3,647,3,0,0,Overall Product Usage,0.0
c942c31b-9a69-44e5-9a18-f956ea26f0e6,3,647,0,0,1,New Feature Usage,0.0
7803b421-b705-454d-9cc1-cec06477f717,15,957,15,14,15,Complaints,93.33333333333333
7803b421-b705-454d-9cc1-cec06477f717,15,957,15,8,13,Overall Product Usage,53.333333333333336
7803b421-b705-454d-9cc1-cec06477f717,15,957,8,5,0,New Feature Usage,62.5
5a8f7b0f-5ae5-49ee-8530-c17141b06916,17,814,17,3,14,Complaints,17.647058823529413
5a8f7b0f-5ae5-49ee-8530-c17141b06916,17,814,17,15,66,Overall Product Usage,88.23529411764706
5a8f7b0f-5ae5-49ee-8530-c17141b06916,17,814,15,9,0,New Feature Usage,60.0
8089829d-bb4d-476e-9f36-c40f5837ef6f,5,257,5,0,0,Complaints,0.0
8089829d-bb4d-476e-9f36-c40f5837ef6f,5,257,5,5,67,Overall Product Usage,100.0
8089829d-bb4d-476e-9f36-c40f5837ef6f,5,257,5,5,0,New Feature Usage,100.0
bafa8a2a-bf12-4079-aab7-ed93439f0934,20,344,20,9,20,Complaints,45.0
bafa8a2a-bf12-4079-aab7-ed93439f0934,20,344,20,14,93,Overall Product Usage,70.0
bafa8a2a-bf12-4079-aab7-ed93439f0934,20,344,14,5,0,New Feature Usage,35.714285714285715
331968be-5eda-4d01-a419-d2f25e22e650,8,108,8,1,13,Complaints,12.5
331968be-5eda-4d01-a419-d2f25e22e650,8,108,8,1,83,Overall Product Usage,12.5
331968be-5eda-4d01-a419-d2f25e22e650,8,108,1,1,0,New Feature Usage,100.0
eb6b32c9-383b-4f8a-ae61-98bd8f05e444,12,511,12,8,16,Complaints,66.66666666666666
eb6b32c9-383b-4f8a-ae61-98bd8f05e444,12,511,12,12,63,Overall Product Usage,100.0
eb6b32c9-383b-4f8a-ae61-98bd8f05e444,12,511,12,3,0,New Feature Usage,25.0
4a5b6c8f-1cb3-4362-ad83-bf913b5f0c42,5,659,5,4,13,Complaints,80.0
4a5b6c8f-1cb3-4362-ad83-bf913b5f0c42,5,659,5,1,33,Overall Product Usage,20.0
4a5b6c8f-1cb3-4362-ad83-bf913b5f0c42,5,659,1,0,1,New Feature Usage,0.0
6b5f8198-1ab6-477d-8767-883978983d7e,19,475,19,5,16,Complaints,26.31578947368421
6b5f8198-1ab6-477d-8767-883978983d7e,19,475,19,16,49,Overall Product Usage,84.21052631578947
6b5f8198-1ab6-477d-8767-883978983d7e,19,475,16,4,0,New Feature Usage,25.0
9247ed54-c290-4f06-a07e-963e93e558e9,10,217,10,2,2,Complaints,20.0
9247ed54-c290-4f06-a07e-963e93e558e9,10,217,10,10,55,Overall Product Usage,100.0
9247ed54-c290-4f06-a07e-963e93e558e9,10,217,10,10,0,New Feature Usage,100.0
e15f2496-b468-4492-8fb1-9c2c38c3cfd9,17,982,17,0,0,Complaints,0.0
e15f2496-b468-4492-8fb1-9c2c38c3cfd9,17,982,17,13,56,Overall Product Usage,76.47058823529412
e15f2496-b468-4492-8fb1-9c2c38c3cfd9,17,982,13,1,0,New Feature Usage,7.6923076923076925
3f2cda3f-ac65-4e9c-9c28-d794e4ccd7cd,11,204,11,9,13,Complaints,81.81818181818183
3f2cda3f-ac65-4e9c-9c28-d794e4ccd7cd,11,204,11,10,96,Overall Product Usage,90.9090909090909
3f2cda3f-ac65-4e9c-9c28-d794e4ccd7cd,11,204,10,5,0,New Feature Usage,50.0
51f7f0be-31ba-44b7-95b5-aecd2fc29e1b,6,383,6,5,17,Complaints,83.33333333333334
51f7f0be-31ba-44b7-95b5-aecd2fc29e1b,6,383,6,2,99,Overall Product Usage,33.33333333333333
51f7f0be-31ba-44b7-95b5-aecd2fc29e1b,6,383,2,1,0,New Feature Usage,50.0
129d015b-e93c-4657-b35e-dcf5e3ea1d87,5,61,5,3,13,Complaints,60.0
129d015b-e93c-4657-b35e-dcf5e3ea1d87,5,61,5,1,19,Overall Product Usage,20.0
129d015b-e93c-4657-b35e-dcf5e3ea1d87,5,61,1,0,1,New Feature Usage,0.0
e7be3100-0b9a-4f1a-b23f-9a82e950280f,13,265,13,3,7,Complaints,23.076923076923077
e7be3100-0b9a-4f1a-b23f-9a82e950280f,13,265,13,6,78,Overall Product Usage,46.15384615384615
e7be3100-0b9a-4f1a-b23f-9a82e950280f,13,265,6,0,1,New Feature Usage,0.0
4e945569-6494-4e39-a1c6-90d66bf0e1a1,6,603,6,2,15,Complaints,33.33333333333333
4e945569-6494-4e39-a1c6-90d66bf0e1a1,6,603,6,0,0,Overall Product Usage,0.0
4e945569-6494-4e39-a1c6-90d66bf0e1a1,6,603,0,0,1,New Feature Usage,0.0
acda31f8-aa8a-4840-ba83-254de24866ac,10,703,10,9,10,Complaints,90.0
acda31f8-aa8a-4840-ba83-254de24866ac,10,703,10,2,57,Overall Product Usage,20.0
acda31f8-aa8a-4840-ba83-254de24866ac,10,703,2,1,0,New Feature Usage,50.0
b7ade00b-1d7f-453a-bcc5-262e15ad260b,12,382,12,12,13,Complaints,100.0
b7ade00b-1d7f-453a-bcc5-262e15ad260b,12,382,12,12,22,Overall Product Usage,100.0
b7ade00b-1d7f-453a-bcc5-262e15ad260b,12,382,12,7,0,New Feature Usage,58.333333333333336
